48986	21534	9
23727	3066	20
69330	7801	6
169	14745	8
236	6410	27
121	18473	14
347	18907	0
448	1939	22
102	1886	1
154	14984	11
206	28997	17
28	9874	5
14	1856	32
167	2760	7
14	21865	13
3857	13361	7
117	4242	15
266	27013	4
392	9999	0
12	17185	24
145	7132	1
223	5853	12
1505	28190	15
174	11208	1
3003	21187	10
2330	7317	2
150	2751	7
101	868	17
12	15568	6
101	10286	7
298	17206	22
21741	24019	0
342	17817	2
31001	92	3
25769	24289	4
85431	21488	24
101	8162	2
134	12237	5
128	21931	3
22051	14045	10
5460	16166	14
10808	1132	22
78229	18714	17
4240	23174	5
102	7767	6
192	15407	34
19859	1178	0
2240	27756	19
203	11321	16
7441	13792	18
1184	13511	8
1026	18508	34
14	22312	27
2323	12252	1
11865	824	12
883	4688	19
3240	25983	4
151	30131	4
9286	15607	5
277	3465	2
65641	28579	2
1592	29458	12
14	3964	20
3323	20078	27
153	6520	6
57640	22603	11
1428	11271	1
184	25090	21
14	27516	32
1285	7435	27
613	6630	1
1079	22105	3
14198	24816	4
640	775	11
2745	14407	16
103	21811	10
1113	25523	21
30534	25653	5
176	6973	4
52781	22367	20
11842	19146	13
220	11765	5
14469	6013	9
2750	21593	8
12	29474	11
14	29926	22
4036	24487	30
1505	391	17
110	20562	4
87812	26524	41
382	22942	0
12	24131	3
22	11872	0
12	21858	6
106	1092	9
107	10442	2
6780	9402	3
104	19455	4
25165	25960	14
7362	19752	17
14	29791	45
5809	8388	5
126	15226	4
28601	19851	2
12	2808	11
5322	3926	18
68985	22155	13
1592	24798	6
3711	14931	14
134	5386	15
298	20029	25
270	18203	21
8752	27548	9
148	18666	20
10081	11971	18
118	27647	15
28	8953	25
19219	28068	31
137	30163	23
1333	14263	17
1517	8374	8
12	16516	6
143	3213	1
14246	21523	2
497	16330	21
143	5664	12
1	1407	4
116	6991	3
102	2545	4
111	19431	8
1433	1955	13
2081	25384	9
1561	10644	23
8	5297	7
329	1002	2
49410	890	14
14	28143	17
68237	25530	16
105	23182	17
420	18257	35
163	3256	10
102	20901	11
14	7956	20
12	1459	6
8021	6548	2
10247	13221	0
14332	10317	7
24822	3573	3
134	11661	7
7909	20830	0
195	12940	21
14	1465	25
2172	22861	22
106	20024	4
102	17696	1
236	26236	7
12	15257	6
710	25799	12
51028	581	6
232	15830	5
225	21774	4
1807	26428	11
6870	21329	1
12702	21661	6
339	26838	2
21599	23257	2
1674	30068	0
680	3840	2
16	2631	35
862	1287	0
1091	4452	21
4651	3392	10
828	14688	6
206	16832	20
45985	13693	3
3443	1378	0
1710	12868	9
14	15146	34
20811	22646	24
361	21392	8
296	1022	2
57	4150	1
131	10911	20
117	6964	8
1023	16140	21
151	18066	11
101	19003	20
12	17318	26
107	4073	5
532	9366	4
213	13996	9
685	20696	4
12	17512	24
33802	23834	24
103	8136	5
77723	19211	7
103	26969	8
447	29497	18
973	29188	17
142	18058	7
1023	28216	9
3823	15746	26
13855	25961	23
25602	12664	11
14404	2917	8
101	7460	22
1	23139	31
297	27803	21
113	8616	17
14856	28287	23
155	14328	15
195	24959	9
12	27464	6
103	2606	5
1796	1411	29
125	20020	8
873	19467	9
58578	5112	10
4984	5409	11
176	25477	26
2364	20943	4
16824	20563	1
948	19764	16
4307	11347	10
106	3143	16
167	15911	10
5069	26089	5
24965	3896	7
12	20587	4
182	13448	11
137	17751	6
2084	12697	19
941	12103	3
12	28003	24
9207	329	3
9	13924	10
856	1730	24
183	21156	9
21291	3955	2
682	16532	36
20955	15477	14
12	14356	10
2049	26810	4
101	29228	33
478	7323	3
633	22593	6
179	13795	11
9	424	15
78567	9854	6
667	13683	0
184	24484	13
5342	21230	27
14	7774	24
690	20804	6
102	16247	13
132	12518	2
57	12853	2
101	18515	4
26438	13511	16
1368	19545	9
14	30216	16
9426	4228	10
76578	24094	8
1247	28871	6
693	2575	6
32865	2814	0
31570	22987	15
3926	21995	15
5496	11618	6
14	6708	16
170	27722	20
262	12467	0
215	28897	7
101	11947	29
866	29184	16
816	25798	16
4403	4009	13
362	3743	8
557	17440	5
3015	468	6
2369	19250	4
1274	25606	20
5738	7846	3
127	29177	1
22615	19723	15
101	14604	11
2030	18509	13
297	18611	8
187	11265	17
152	28155	4
8632	26091	6
62325	25631	22
4229	26272	18
120	25609	1
373	1266	7
